S.no,vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos,course_id,professor,department,Quality,Difficulty,Comment
246,0.106,0.832,0.062,-0.3307,0.30424219369888306,0.39422622323036194,0.301531583070755, ECON120,Heather Antecol ,Economics department,2.5,1.0,"Her class is easy, but that's about all it's got going for it.  Her lectures are right out of the book, and not very informative.  Nice lady, though."
247,0.0,0.554,0.446,0.8047,0.003505806438624859,0.05169271305203438,0.9448015093803406, ECON120,Heather Antecol ,Economics department,4.5,2.0,"She's small and loud, but helpful and often hilarious.  Powerpoint-driven class."
248,0.0,0.621,0.379,0.7269,0.022007964551448822,0.25416719913482666,0.7238247990608215, ECON175,Heather Antecol ,Economics department,4.0,1.0,She's funny in a Canadian sort of way. Work load is pretty light.
249,0.175,0.8,0.026,-0.8747,0.9143604636192322,0.07718393951654434,0.008455540053546429, GOV149,Edward Haley ,Government department,1.0,5.0,"He literally expects that you have ALL the time in the world to finish the work for his class-as if other classes don't exist, or thesis, or job search, or jobs. He rants and doesn't explain what he wants. Awful. just awful. He is nice, but so it George W. Bush...didn't make him a great president, though. Never take his class if you can avoid it"
250,0.112,0.86,0.028,-0.6652,0.9208474159240723,0.06999177485704422,0.009160780347883701, USISR1,Edward Haley ,Government department,1.5,5.0,"Haley is an awful professor who began every class with a tangent that no one could follow. The books were interesting but he can't at fostering discussion, fails to make the material accessible, and speaks for about 2/3 of the time. This class is hard--because you are constantly trying to guess the exact phrasing of exactly what he wants to hear."
251,0.062,0.699,0.239,0.892,0.005163121968507767,0.028771208599209785,0.9660656452178955, GOVT149,Edward Haley ,Government department,4.0,5.0,"Great professor. Passionate about the course material, has high expectations of students but gives them tools necessary to meet expectations, helps prepare students for the real world, gives really in depth and good comments on writing, have to read and write A LOT in his class, but its worth it...not just busy work. Lectures not boring but great!"
252,0.0,0.836,0.164,0.7807,0.025611447170376778,0.15978321433067322,0.8146053552627563, GOV149,Edward Haley ,Government department,3.5,4.0,"Any IR major should definitely go meet with Haley. He's a great advisor and will really take care of you if you get to know him. He's getting senile, so he rambles a lot in class, but if you go to office hours a bunch you can do fine in the class."
253,0.118,0.651,0.231,0.7773,0.009391025640070438,0.08782721310853958,0.9027817249298096, GOVT70,Edward Haley ,Government department,3.0,5.0,"This is probably the most reading I have ever done in my life.  This class will really expand your horizons, and Haley will invest a LOT in interested students... but you need to REALLY WORK HARD for his approval - he gets to be like your dad, taking all your successes and failures very personally."
254,0.048,0.783,0.169,0.8014,0.0026667036581784487,0.022069301456212997,0.9752639532089233, GOV70,Edward Haley ,Government department,4.5,5.0,"My favorite class. Haley demands a lot, but he is worth it because you will really learn how to present and defend an argument under the kind of scrutiny you would receive out in the real world, where answers must be clear, precise, and short. Highly recommend. I got an A in his class and I consider it my biggest college achievement."
255,0.087,0.722,0.191,0.7651,0.06453275680541992,0.21836461126804352,0.7171026468276978, GOVT149,Edward Haley ,Government department,2.5,5.0,"Very knowledgeable and extremely kind, but better as a mentor than a professor.  He's forgetful, picky, and kinda random.  Assigns TONS of reading and papers and grades very hard, you have to do *exactly* what he's looking for.  He'll read drafts of papers, which is helpful."
256,0.173,0.618,0.209,0.2023,0.9234791994094849,0.06613451987504959,0.010386243462562561, GOV70,Edward Haley ,Government department,1.5,5.0,"a good man, and clearly brilliant, but its  apparent that he is no longer fit to teach. forgetful when it comes to details as to what you have done; the writing process with him is infuriating; his goal teaching writing is to create intellectual clones of himself. his comments are incomprehensible, and meeting him for feedback is equally as useless"
257,0.0,0.936,0.064,0.4754,0.005862237419933081,0.09172291308641434,0.9024147987365723, GOV70,Edward Haley ,Government department,4.0,4.0,"Expects a lot of his students. Do the reading, if you don't and try to BS an answer during class he will call you out. Very much discussion based. Extremely helpful during office hours. He made me change my major to IR and is now my adviser."
258,0.089,0.911,0.0,-0.7075,0.7699277997016907,0.20260602235794067,0.027466172352433205, GOVT70,Edward Haley ,Government department,2.0,4.0,"This class requires an outrageous amount of work.  This class was more work than my other 4 combined.  A 10 and 14 page midterm assigned Thursday and due Tuesday?!  He is also very unclear in what he wants.  I ask him a question about the final paper, base my entire paper on it, then he tells me 1 day before it's due that he wants something else!"
259,0.032,0.832,0.136,0.6597,0.32195553183555603,0.4725344777107239,0.20551006495952606, GOV151,Edward Haley ,Government department,3.0,3.0,"U.S. Israel and Arabs is definitely worthwhile if you are interested. Otherwise, it would be painful. 3 10 page papers, weekend simulation, and you have to occasionally lead class. Haley knows a lot, but it can be tedious if people just read from notes for their presentations. Paper grading is fair, just if you know what he wants."
260,0.06,0.827,0.113,0.6157,0.07384125888347626,0.3151044249534607,0.6110542416572571, GOV150,Edward Haley ,Government department,4.0,4.0,"US, Israel and the Arabs: You learn a lot in this class, have to work very hard. He is not terribly organized and wanders, but is very knowledgeable. Work tends to pile up. The simulation is a lot of fun, but takes a lot of time and effort. He is a hard grader on papers."
261,0.076,0.746,0.178,0.7956,0.7187936305999756,0.23229779303073883,0.048908527940511703, GOV70,Edward Haley ,Government department,3.5,3.0,There is no way Haley earned the reputation he has now by teaching this way. I really like him as a person but every day he shows up to class and talks about whatever he feels like talking about that day.  Its a waste of time to even sit through his lectures I would only recommend him for help outside of class
262,0.121,0.726,0.153,0.4767,0.6071187257766724,0.2879389226436615,0.10494238138198853, GOV70,Edward Haley ,Government department,2.5,3.0,"Very occasionally, you'll see flashes of brilliance.  The rest of the time, it's clear he's begun a downward spiral.  His lectures are abysmal.  Most of the time, he merely rants about Iraq, or some other hot-button issue.  The assignments are insultingly childish.  The only redeeming factor is his book selection, which was sporadically rewarding."
263,0.065,0.746,0.189,0.8173,0.0057723065838217735,0.053129661828279495,0.9410980343818665, LEADIPISARB,Edward Haley ,Government department,5.0,4.0,"Haley classes are tough, he demands a lot from his students.  However, his classes are quite rewarding and they are at a level advanced courses should be tought at.  Great reading materiel, enthralling seminars, challenging research--you will learn fundamentals of political prudent leadership, how to argue, how to present and how to write."
264,0.0,0.0,0.0,0.0,0.25829431414604187,0.4512723684310913,0.2904333174228668, ,Edward Haley ,Government department,4.0,5.0,
265,0.0,0.967,0.033,0.2846,0.882664144039154,0.10431282222270966,0.013022953644394875, USISRAELARABS,Edward Haley ,Government department,2.0,4.0,"His grading was absurd. He didn't get papers back to us for a long time and the simulation, while fun, didn't count for any of our grade. He wasn't even there for most of it. He's very particular for presentation and will make you start over if its not the way he wants it. You learn a lot, but you have to put up with his ****."
266,0.073,0.736,0.192,0.8383,0.3574804365634918,0.3695526123046875,0.2729668915271759, GOV151,Edward Haley ,Government department,3.0,5.0,"i think he's senile or just lost it. your final grade has nothing to do with the class. it's amazing how he even comes up with these numbers. you learn a lot in the class, which is great and simulation is fun. however, it's really not worth the absurd ending."
267,0.084,0.732,0.184,0.7906,0.008920139633119106,0.09524919837713242,0.8958306908607483, GOV151GOV131,Edward Haley ,Government department,5.0,5.0,"Tons of reading, long papers (I too was in the class with the surprise 20-pager with 3 days to do it), hard grader, but the best professor on the block. Will look out for you forever if he likes you. Might just plan out your life, and get you a job."
268,0.688,0.312,0.0,-0.296,0.21843434870243073,0.7072479128837585,0.07431772351264954, ISRAELANDARAB,Edward Haley ,Government department,5.0,4.0,No Comments
269,0.036,0.687,0.276,0.9551,0.0028867742512375116,0.011938030831515789,0.9851751923561096, GOV151,Edward Haley ,Government department,3.5,3.0,"Amazing guy! As a prof and advisor. Get to know him, go to his office, take him to lunch in collins (he loves that). You'll be happy you did when you need a rec. Great class. So knowledgeable and really cares about the topic. Sort of senile, assigned a surprise 20-page paper once, but then gave no final. Listen and learn, he's so great!"
270,0.11,0.719,0.171,0.5844,0.06325259804725647,0.20381835103034973,0.7329291105270386, GOV151,Edward Haley ,Government department,3.5,4.0,"He's on the hard side, lots of reading, but the class was really interesting.  His lectures are painful, but thats why he tends not to lecture and lets students do the teaching.  I learned alot.  Haley's a good guy."
271,0.688,0.312,0.0,-0.296,0.21843434870243073,0.7072479128837585,0.07431772351264954, IR,Edward Haley ,Government department,4.5,5.0,No Comments
272,0.0,0.785,0.215,0.6249,0.006049671210348606,0.0690300464630127,0.9249202609062195, GV149151,Edward Haley ,Government department,4.0,4.0,Great prof if you're willing to work.  He will also give you the grade you deserve.
273,0.039,0.78,0.18,0.5187,0.06543489545583725,0.39177221059799194,0.5427929162979126, INTROIR,Edward Haley ,Government department,5.0,4.0,"yes, you have to work.  yes, it is a lot of reading.  yes, his grading is hard.  but if you do what he asks, you will actually learn a lot."
274,0.0,1.0,0.0,0.0,0.44331201910972595,0.5353790521621704,0.021308939903974533, GOV149,Edward Haley ,Government department,1.5,5.0,Huntley Bookstore's inventory is not an indicator of whether students have completed the required reading.
275,0.162,0.798,0.04,-0.8065,0.9587714672088623,0.03647717833518982,0.0047512780874967575, MATH030,Gerald Bradley ,Mathematics department,1.0,3.0,"Do not take calculus with this professor. DO NOT. Especially if you are new to the subject and think you will need help. He is cold, unapproachable, and often gives you a hard time for asking a questions as if you are dumb. When he does answer questions its not in a clear, understandable way. Worst professor I have had for a small college"
